cell,day,alive,money_mean,money_p10,money_p90,prestige_mean,prestige_p10,income_mean,quota,spawned_mean,served_mean,lost_mean,missed_mean,packed_mean,delivered_mean,phone_mean,trucksFull_mean,idle_frac,early_frac,rent_mean
P2_iyi_mantikli_ev,13,0.98,1832.40,1315.20,2427.60,63.29,56.48,1389.97,11.34,11.20,8.20,2.91,0.14,13.98,12.64,1.83,3.42,0.12,0.89,0
P2_iyi_mantikli_ev,14,0.98,2330.21,1533.60,3209.00,68.35,61.30,1374.83,11.09,11.08,8.25,2.76,0.01,13.72,11.81,1.95,3.01,0.11,0.96,0
P2_iyi_mantikli_ev,15,0.98,3309.04,2098.20,4534.20,73.95,66.21,1733.76,12.25,12.18,9.09,2.99,0.07,15.84,13.51,1.96,3.68,0.10,0.91,0
P2_iyi_mantikli_ev,16,0.98,3439.22,1680.80,5100.60,79.62,71.84,1809.83,12,12,8.94,3.01,0,15.00,13.20,1.91,3.56,0.10,1,890.03
P2_iyi_mantikli_noev,1,1.00,749.33,660.00,840.00,15.32,14.80,153.55,7,7,6.65,0.30,0,6.46,2.56,2.03,0.57,0.18,1,0
P2_iyi_mantikli_noev,2,1.00,691.77,549.80,838.00,18.65,17.88,288.30,7,7,6.18,0.78,0,5.99,4.46,1.92,1.24,0.17,1.00,0
P2_iyi_mantikli_noev,3,1.00,690.04,543.00,856.00,22.17,20.84,332.42,7,7,6.35,0.61,0,6.07,5.11,1.91,1.61,0.17,1,0
P2_iyi_mantikli_noev,4,1.00,282.63,91.00,494.00,26.24,24.84,516.52,8,8,7.52,0.41,0,6.71,7.53,1.99,2.26,0.14,0.95,641.72
P2_iyi_mantikli_noev,5,1.00,673.36,436.90,904.80,30.05,28.40,401.02,8,8,6.85,1.08,0,5.73,5.72,2.64,1.59,0.20,0.99,0
P2_iyi_mantikli_noev,6,1.00,853.90,634.50,1057.30,34.16,31.96,382.80,9,9,7.62,1.31,0,6.31,5.23,2.96,1.37,0.20,0.97,0
P2_iyi_mantikli_noev,7,1.00,942.50,708.00,1185.30,38.17,35.47,418.28,9,9,7.43,1.52,0,6.26,5.55,2.98,1.37,0.21,0.98,0
P2_iyi_mantikli_noev,8,1.00,200.89,44.50,406.10,42.53,39.59,444.06,9,9,7.49,1.45,0,6.31,5.63,2.90,1.35,0.20,1,718.80
P2_iyi_mantikli_noev,9,0.98,918.49,565.80,1276.00,46.27,42.43,716.45,10,10.00,7.20,2.72,0.00,11.50,8.83,2.07,2.33,0.15,0.85,0
P2_iyi_mantikli_noev,10,0.98,1352.94,1003.20,1696.80,50.30,46.22,874.07,10,10,7.57,2.36,0,12.33,10.42,1.69,2.95,0.12,0.91,0
P2_iyi_mantikli_noev,11,0.98,1564.25,1100.40,2107.40,54.28,49.59,966.44,10,10,7.58,2.36,0,12.28,10.69,1.64,3.02,0.11,0.99,0
P2_iyi_mantikli_noev,12,0.98,895.87,390.20,1456.40,59.05,53.16,1198.56,11,10.99,8.28,2.61,0.01,14.56,12.02,1.75,3.57,0.11,0.84,910.42
P2_iyi_mantikli_noev,13,0.98,1787.17,1233.40,2386.00,63.92,57.83,1318.81,11,11,8.22,2.68,0,13.57,12.19,1.83,3.27,0.11,0.99,0
P2_iyi_mantikli_noev,14,0.98,2335.26,1600.20,3204.60,69.03,62.04,1411.35,11,11,8.27,2.66,0,13.87,12.27,1.72,3.29,0.10,1,0
P2_iyi_mantikli_noev,15,0.98,3218.99,2065.80,4442.60,74.69,66.46,1666.11,12,12,9.01,2.91,0,15.54,13.19,1.89,3.51,0.10,0.99,0
P2_iyi_mantikli_noev,16,0.98,3220.28,1747.20,4948.40,80.56,71.63,1769.86,12,12,9.17,2.74,0,15.20,13.11,1.82,3.53,0.10,0.99,894.35
P3_zayif_hic_ev,1,1.00,796.13,710.00,870.00,14.44,13.84,85.75,8,7.93,6.36,0.80,0.07,4.80,1.14,1.01,0.08,0.26,0.53,0
P3_zayif_hic_ev,2,1.00,1000.82,855.00,1140.00,16.77,15.84,224.63,8,7.89,6.26,0.89,0.11,4.60,2.91,0.83,0.30,0.23,0.44,0
P3_zayif_hic_ev,3,1.00,1231.78,1029.50,1433.50,18.96,17.76,256.53,8,7.90,6.20,1.04,0.10,4.57,3.21,0.76,0.39,0.22,0.48,0
P3_zayif_hic_ev,4,1.00,351.02,135.00,598.20,21.20,19.72,276.02,8,7.98,6.30,0.99,0.02,4.53,3.45,0.74,0.45,0.21,0.71,1130.15
P3_zayif_hic_ev,5,1.00,602.81,311.00,916.70,23.60,21.72,265.36,9.08,8.97,6.63,1.61,0.11,4.31,3.17,1.30,0.45,0.30,0.17,0
P3_zayif_hic_ev,6,1.00,841.67,483.00,1191.20,25.90,23.60,247.24,9.09,9.05,6.66,1.82,0.04,4.41,2.87,1.30,0.35,0.30,0.43,0
P3_zayif_hic_ev,7,1.00,1104.62,696.00,1496.10,28.12,25.55,268.55,9.16,9.05,6.61,1.90,0.11,4.39,3.12,1.27,0.40,0.29,0.68,0
P3_zayif_hic_ev,8,1.00,251.99,72.70,435.20,30.75,27.95,256.72,10,9.97,7.42,1.92,0.03,5.00,2.99,1.43,0.36,0.31,0.34,1086.01
P3_zayif_hic_ev,9,0.98,493.00,246.00,746.40,31.89,28.53,283.32,10.26,9.93,6,3.31,0.33,6.80,3.29,0.87,0.30,0.20,0.43,0
P3_zayif_hic_ev,10,0.98,812.47,470.60,1180.00,33.18,29.88,346.43,10.34,10.08,6.38,3.18,0.26,7.53,3.96,0.65,0.47,0.14,0.60,0
P3_zayif_hic_ev,11,0.98,1151.55,729.80,1571.80,34.64,30.74,368.23,11.26,10.88,6.95,3.28,0.38,8.44,4.16,0.63,0.51,0.13,0.36,0
P3_zayif_hic_ev,12,0.98,618.90,135.40,1469.20,36.44,32.37,402.75,11,10.99,7.34,3.02,0.01,8.70,4.49,0.58,0.53,0.12,0.71,898.88
P3_zayif_hic_ev,13,0.65,761.94,461.00,1097.80,38.57,34.19,516.01,12.34,11.93,7.92,3.27,0.42,8.85,5.58,0.53,0.55,0.12,0.16,0
P3_zayif_hic_ev,14,0.65,1286.38,946.00,1658.20,40.40,35.30,560.16,12.04,11.88,7.94,3.21,0.16,8.86,6.02,0.52,0.67,0.10,0.41,0
P3_zayif_hic_ev,15,0.65,1787.26,1387.00,2207.20,42.12,36.97,546.39,12.22,11.97,8.02,3.33,0.25,9.27,5.83,0.47,0.54,0.09,0.60,0
P3_zayif_hic_ev,16,0.65,691.85,147.80,1817.20,44.48,39.10,583.79,13,12.93,9.16,3.09,0.07,10.25,6.17,0.41,0.62,0.08,0.36,1634.91
P3_zayif_hic_noev,1,1.00,799.12,710.00,870.00,14.47,13.96,88.25,8,7.94,6.42,0.80,0.06,4.86,1.18,0.99,0.09,0.26,0.51,0
P3_zayif_hic_noev,2,1.00,1005.68,860.00,1138.20,16.77,15.76,225.68,8,7.90,6.20,0.95,0.10,4.55,2.92,0.85,0.32,0.23,0.46,0
P3_zayif_hic_noev,3,1.00,1242.71,1019.50,1450.00,19.00,17.76,260.72,8,7.91,6.19,1.05,0.09,4.56,3.26,0.78,0.35,0.22,0.47,0
P3_zayif_hic_noev,4,1.00,370.51,139.80,614.00,21.21,19.60,276.02,8,7.99,6.22,1.04,0.01,4.57,3.45,0.78,0.47,0.22,0.70,1124.61
P3_zayif_hic_noev,5,1.00,597.27,312.70,894.00,23.55,21.68,255.08,9,8.94,6.58,1.66,0.06,4.27,3.16,1.29,0.43,0.30,0.18,0
P3_zayif_hic_noev,6,1.00,810.60,504.50,1111.20,25.78,23.76,239,9,8.99,6.57,1.83,0.01,4.37,2.87,1.28,0.34,0.30,0.45,0
P3_zayif_hic_noev,7,1.00,1027.02,659.60,1364.40,28.11,25.52,238.80,9,9,6.67,1.84,0,4.35,2.82,1.26,0.34,0.29,0.75,0
P3_zayif_hic_noev,8,1.00,240.07,86.00,362.20,30.73,27.71,249.47,10,9.98,7.35,2,0.02,4.99,2.91,1.53,0.33,0.31,0.43,1016.76
P3_zayif_hic_noev,9,0.97,473.31,262.90,693.20,32.17,28.96,284.36,10,9.99,6.21,3.22,0.01,7,3.26,0.91,0.34,0.20,0.50,0
P3_zayif_hic_noev,10,0.97,787.13,509.50,1089.20,33.70,30.28,344.41,10,10,6.50,3.02,0,7.49,3.90,0.68,0.45,0.14,0.79,0
P3_zayif_hic_noev,11,0.97,1136.19,745.70,1510.10,35.36,31.52,383.22,11,10.96,7.09,3.14,0.04,8.65,4.29,0.68,0.53,0.12,0.39,0
P3_zayif_hic_noev,12,0.97,718.82,142.30,1509.30,37.19,33.36,403.83,11,10.99,7.38,3.10,0.01,8.69,4.48,0.63,0.58,0.13,0.75,786.51
P3_zayif_hic_noev,13,0.54,699.12,427.80,972.50,39.85,36.40,488.58,12,11.91,7.88,3.14,0.09,8.90,5.33,0.50,0.50,0.11,0.15,0
P3_zayif_hic_noev,14,0.54,1189.14,858.30,1552.60,41.85,38.02,538.89,12,11.97,8.12,3.11,0.03,8.97,5.79,0.57,0.55,0.10,0.43,0
P3_zayif_hic_noev,15,0.54,1711.61,1354.10,2113.20,43.76,39.21,569.66,12,11.99,8.06,3.27,0.01,9.33,6.05,0.52,0.51,0.09,0.77,0
P3_zayif_hic_noev,16,0.54,674.57,122.80,1783.20,46.18,41.37,607.38,13,12.94,9.18,3.10,0.06,9.94,6.36,0.50,0.58,0.08,0.40,1598.08
P3_zayif_acgozlu_ev,1,1.00,437.60,356.00,516.00,14.42,13.80,83.25,8,7.90,6.39,0.81,0.10,4.87,1.11,0.94,0.04,0.26,0.49,0
P3_zayif_acgozlu_ev,2,1.00,575.39,411.00,741.00,16.69,15.76,223.70,8,7.88,6.27,0.90,0.12,4.54,2.90,0.79,0.32,0.23,0.44,0
P3_zayif_acgozlu_ev,3,1.00,688.10,478.70,904.20,18.92,17.68,262.87,8,7.90,6.26,0.99,0.10,4.55,3.29,0.74,0.39,0.21,0.46,0
P3_zayif_acgozlu_ev,4,1.00,137.25,94.00,178.00,21.15,19.60,274.67,8,7.99,6.30,1.05,0.01,4.64,3.43,0.77,0.42,0.21,0.69,549.26
P3_zayif_acgozlu_ev,5,1.00,395.98,196.00,605.10,23.64,21.64,276.48,9.08,8.98,6.86,1.48,0.10,4.54,3.29,1.28,0.46,0.30,0.24,0
P3_zayif_acgozlu_ev,6,1.00,622.41,367.70,863.00,26.06,23.76,267.28,9.09,9.07,6.80,1.69,0.03,4.44,3.09,1.34,0.39,0.31,0.49,0
P3_zayif_acgozlu_ev,7,1.00,735.69,475.90,989.00,28.55,26.12,247.54,9.16,9.09,6.95,1.55,0.07,4.57,2.87,1.34,0.29,0.29,0.71,0
P3_zayif_acgozlu_ev,8,1.00,735.12,512.00,951.70,31.22,28.15,260.68,10,9.98,7.46,1.87,0.02,5.11,3.03,1.53,0.31,0.31,0.40,0
P3_zayif_acgozlu_ev,9,0.01,846,787.60,904.40,30.56,29.63,345,10.50,10,6.50,3,0.50,9,4,1,0,0.17,0,0
P3_zayif_acgozlu_ev,10,0.01,992.50,803.30,1181.70,29.36,26.51,527.50,10,10,4.50,5.50,0,6,6,1.50,1,0.20,1,0
P3_zayif_acgozlu_ev,11,0.01,1038.50,798.90,1278.10,30.12,27.56,465,11,11,5.50,5,0,7.50,5,1.50,0.50,0.21,0.50,0
P3_zayif_acgozlu_ev,12,0.01,883,684.60,1081.40,32.22,28.62,350,11,11,7,4,0,9,4,1,1,0.13,1,0
P3_zayif_acgozlu_noev,1,1.00,435.67,356.00,516.00,14.43,13.84,81.75,8,7.90,6.39,0.77,0.10,4.88,1.09,0.94,0.05,0.26,0.49,0
P3_zayif_acgozlu_noev,2,1.00,584.09,416.00,746.00,16.65,15.56,226.05,8,7.89,6.17,0.99,0.11,4.53,2.93,0.84,0.31,0.23,0.48,0
P3_zayif_acgozlu_noev,3,1.00,698.78,465.60,901.50,18.90,17.56,274.40,8,7.88,6.29,0.95,0.12,4.60,3.44,0.74,0.47,0.21,0.44,0
P3_zayif_acgozlu_noev,4,1.00,139.72,97.80,181.00,21.15,19.60,276.27,8,7.99,6.34,1.04,0.01,4.60,3.45,0.76,0.42,0.20,0.73,559.18
P3_zayif_acgozlu_noev,5,1.00,390.93,225.00,582.00,23.63,21.64,276.95,9,8.96,6.87,1.49,0.04,4.57,3.43,1.20,0.50,0.29,0.26,0
P3_zayif_acgozlu_noev,6,1.00,613.84,385.50,856.10,26.13,24.00,254.48,9,9.00,6.88,1.65,0.00,4.48,3.04,1.29,0.38,0.30,0.55,0
P3_zayif_acgozlu_noev,7,1.00,743.02,500.40,962.40,28.56,25.84,249.07,9,9,6.85,1.65,0,4.54,2.93,1.30,0.34,0.29,0.77,0
P3_zayif_acgozlu_noev,8,1.00,741.59,499.90,985.50,31.30,28.08,273.92,10,9.98,7.56,1.81,0.02,5.06,3.18,1.48,0.37,0.31,0.43,0
P3_zayif_acgozlu_noev,9,0.01,893,838.60,947.40,31.08,29.45,352.50,10,10,6.50,3.50,0,8.50,4,0,0,0.15,0.50,0
P3_zayif_acgozlu_noev,10,0.01,908.50,789.70,1027.30,33.58,32.19,562.50,10,10,8,2,0,9.50,6.50,0,1,0.08,0.50,0
P3_zayif_acgozlu_noev,11,0.01,998,881.20,1114.80,36.00,34.30,630,11,11,6.50,4,0,10,7,0.50,1.50,0.08,1,0
P3_zayif_acgozlu_noev,12,0.01,860,756.80,963.20,39.10,36.94,452.50,11,11,8,2.50,0,9,5,0.50,1,0.12,1,0
P3_zayif_mantikli_ev,1,1.00,796.13,710.00,870.00,14.44,13.84,85.75,8,7.93,6.36,0.80,0.07,4.80,1.14,1.01,0.08,0.26,0.53,0
P3_zayif_mantikli_ev,2,1.00,976.87,823.00,1125.30,16.76,15.84,225.22,8,7.88,6.24,0.90,0.12,4.60,2.91,0.83,0.30,0.23,0.43,0
P3_zayif_mantikli_ev,3,1.00,967.31,788.30,1125.50,18.96,17.80,262.95,8,7.89,6.21,1.02,0.11,4.56,3.29,0.73,0.43,0.22,0.41,0
P3_zayif_mantikli_ev,4,1.00,172.61,92.80,217.00,21.11,19.44,288.55,8,7.98,6.17,1.05,0.02,4.52,3.61,0.70,0.44,0.21,0.65,816.15
P3_zayif_mantikli_ev,5,1.00,429.56,221.50,631.10,23.49,21.40,269.35,9.08,8.99,6.66,1.64,0.10,4.39,3.21,1.37,0.43,0.30,0.21,0
P3_zayif_mantikli_ev,6,1.00,680.17,401.50,964.60,25.80,23.24,260.65,9.09,9.07,6.65,1.80,0.03,4.41,3.02,1.32,0.43,0.30,0.48,0
P3_zayif_mantikli_ev,7,1.00,901.69,597.90,1221.90,28.18,25.48,254.19,9.16,9.07,6.86,1.67,0.09,4.51,2.94,1.28,0.34,0.29,0.66,0
P3_zayif_mantikli_ev,8,1.00,844.57,146.40,1256.30,30.68,27.36,258.65,10,9.98,7.21,2.16,0.02,4.94,3.02,1.56,0.29,0.31,0.43,223.20
P3_zayif_mantikli_ev,9,0.22,397.24,160.20,659.40,32.43,29.22,279.42,10.01,9.72,6.19,3.07,0.30,6.84,3.21,0.75,0.31,0.20,0.45,0
P3_zayif_mantikli_ev,10,0.22,718.15,357.80,1065.40,33.79,30.25,356.22,10.22,10.04,6.55,3.10,0.18,8,4.03,0.48,0.42,0.13,0.67,0
P3_zayif_mantikli_ev,11,0.22,1046.24,650.20,1432.20,35.42,31.34,358.76,11.04,10.82,7.09,3.16,0.22,8.03,3.99,0.67,0.40,0.13,0.52,0
P3_zayif_mantikli_ev,12,0.22,1145.09,295.40,1541.80,37.22,32.60,427.69,11,10.99,7.34,3.07,0.01,8.99,4.75,0.60,0.54,0.12,0.76,155.25
P3_zayif_mantikli_ev,13,0.03,694.12,428.80,934.60,40.12,38.24,539,11.75,11.75,7.75,3.38,0,7.38,5.62,0.88,0.50,0.15,0.12,0
P3_zayif_mantikli_ev,14,0.03,1256.12,820.40,1684.30,42.38,40.23,600.62,12,12,8.25,2.62,0,9,6.38,0.75,0.62,0.08,0.38,0
P3_zayif_mantikli_ev,15,0.03,1402.38,1154.00,1617.40,44.89,42.61,516,12.62,12.25,9.38,2.50,0.38,9.25,5.50,0.38,0.62,0.08,0.62,0
P3_zayif_mantikli_ev,16,0.03,1193.62,71.40,1685.20,46.18,43.04,621.88,13,13,8.38,3.75,0,11.12,6.50,0.25,0.38,0.06,0,492.50
P3_zayif_mantikli_noev,1,1.00,799.12,710.00,870.00,14.47,13.96,88.25,8,7.94,6.42,0.80,0.06,4.86,1.18,0.99,0.09,0.26,0.51,0
P3_zayif_mantikli_noev,2,1.00,979.66,832.70,1110.80,16.77,15.76,225.97,8,7.90,6.21,0.94,0.10,4.57,2.93,0.83,0.32,0.23,0.45,0
P3_zayif_mantikli_noev,3,1.00,967.30,811.70,1130.00,19.06,17.80,265.80,8,7.87,6.24,0.94,0.13,4.50,3.33,0.76,0.38,0.21,0.38,0
P3_zayif_mantikli_noev,4,1.00,175.32,110.80,217.00,21.21,19.60,288.30,8,7.98,6.19,1.07,0.02,4.55,3.60,0.72,0.44,0.21,0.66,817.65
P3_zayif_mantikli_noev,5,1.00,413.70,235.00,594.50,23.61,21.52,262.23,9,8.95,6.66,1.67,0.05,4.33,3.25,1.36,0.47,0.30,0.21,0
P3_zayif_mantikli_noev,6,1.00,628.70,404.80,857.10,25.97,23.72,235.77,9,9.00,6.70,1.71,0.00,4.35,2.82,1.26,0.38,0.31,0.54,0
P3_zayif_mantikli_noev,7,1.00,843.58,578.00,1113.60,28.37,25.84,241.87,9,9,6.77,1.77,0,4.52,2.85,1.30,0.28,0.29,0.75,0
P3_zayif_mantikli_noev,8,1.00,833.54,152.10,1256.00,31.00,28.42,271.12,10,9.99,7.44,1.97,0.01,5.04,3.17,1.43,0.33,0.31,0.44,224.62
P3_zayif_mantikli_noev,9,0.22,433.54,267.20,622.40,33.03,30.59,313.06,10,9.99,6.42,3.10,0.01,7.34,3.55,0.84,0.28,0.18,0.51,0
P3_zayif_mantikli_noev,10,0.22,771.21,449.60,1121.20,34.68,31.74,377.16,10,9.99,6.78,2.84,0.01,7.78,4.22,0.57,0.51,0.14,0.72,0
P3_zayif_mantikli_noev,11,0.22,1121.64,793.00,1490.40,36.66,33.62,408.36,11,10.94,7.40,3.01,0.06,8.87,4.55,0.69,0.60,0.12,0.43,0
P3_zayif_mantikli_noev,12,0.22,1194.25,253.80,1514.00,38.50,35.74,450.30,11,10.97,7.45,3.03,0.03,8.88,4.96,0.63,0.61,0.11,0.66,176.60
P3_zayif_mantikli_noev,13,0.03,716.62,557.50,930.50,40.99,37.39,637.50,12,12,7.88,3,0,8.88,6.88,0.25,1,0.10,0.12,0
P3_zayif_mantikli_noev,14,0.03,1214,1011.00,1462.90,42.88,38.66,550.62,12,12,8,3.75,0,10.25,5.88,0.75,0.88,0.08,0.88,0
P3_zayif_mantikli_noev,15,0.03,1598.38,1465.10,1767.60,44.98,40.57,520.62,12,12,8.25,2.88,0,9.88,5.50,0.62,0.38,0.11,0.88,0
P3_zayif_mantikli_noev,16,0.03,1355.62,65.40,1913.40,48.15,44.08,726.25,13,13,10.12,2.25,0,10.38,7.50,0.38,1.12,0.06,0.38,474.50
P3_orta_hic_ev,1,1.00,862.32,720.00,1010.50,15.63,15.00,150.10,8,8,7.28,0.36,0,6.79,1.98,2.43,0.23,0.22,0.96,0
P3_orta_hic_ev,2,1.00,1226.74,1013.00,1420.30,19.38,18.36,373.02,8,8,7.29,0.44,0,6.45,4.68,2.21,0.89,0.19,0.92,0
P3_orta_hic_ev,3,1.00,1641.90,1396.00,1861.20,23.14,21.96,422.75,8,8,7.22,0.47,0,6.31,5.26,2.14,1.19,0.19,0.93,0
P3_orta_hic_ev,4,1.00,965.36,680.70,1252.00,26.88,25.44,468.17,8,8,7.21,0.47,0,6.39,5.56,2.10,1.25,0.18,0.99,1140
P3_orta_hic_ev,5,1.00,1450.55,1101.00,1782.50,30.89,29.08,479.07,9.08,9.08,7.70,1.07,0.00,5.76,5.42,2.93,1.16,0.23,0.83,0
P3_orta_hic_ev,6,1.00,1873.96,1488.30,2270.00,34.78,32.60,411.33,9.09,9.09,7.56,1.24,0,5.76,4.47,2.99,0.82,0.24,0.96,0
P3_orta_hic_ev,7,1.00,2290.69,1857.80,2723.00,38.63,36.08,403.58,9.16,9.15,7.53,1.34,0.01,5.97,4.39,3.03,0.84,0.24,0.92,0
P3_orta_hic_ev,8,1.00,1368.49,865.60,1851.10,42.86,40.12,450.87,10,10,8.35,1.38,0,6.39,4.82,3.21,0.89,0.23,0.96,1368
P3_orta_hic_ev,9,1.00,1863.34,1348.40,2385.50,45.97,42.88,492.38,10.26,10.09,7.38,2.38,0.17,9.22,5.23,2.56,1.05,0.16,0.80,0
P3_orta_hic_ev,10,1.00,2499.75,1879.10,3073.70,49.24,45.96,643.51,10.32,10.20,7.72,2.21,0.11,10.54,6.62,2.31,1.46,0.12,0.81,0
P3_orta_hic_ev,11,1.00,3219.82,2542.70,3976.40,52.84,49.36,727.51,11.26,11.11,8.46,2.26,0.15,11.63,7.30,2.51,1.62,0.12,0.79,0
P3_orta_hic_ev,12,1.00,2372.21,1691.30,3135.80,56.42,53.00,814.03,11,11,8.44,2.25,0,11.51,7.99,2.37,1.83,0.11,0.97,1642
P3_orta_hic_ev,13,1.00,3364.59,2537.50,4209.10,60.08,56.47,1005.91,12.33,12.16,9.13,2.62,0.17,12.93,9.55,2.63,1.90,0.11,0.66,0
P3_orta_hic_ev,14,1.00,4357.69,3488.80,5288.30,63.76,59.64,1008.84,12.09,12.02,9.01,2.63,0.07,12.64,9.37,2.63,1.75,0.11,0.83,0
P3_orta_hic_ev,15,1.00,5335.55,4347.70,6359.00,67.42,63.20,996.52,12.26,12.17,9.05,2.72,0.09,12.71,9.12,2.64,1.76,0.10,0.86,0
P3_orta_hic_ev,16,1.00,4475.02,3459.30,5572.20,71.42,66.90,1134.20,13,13.00,9.75,2.93,0.00,14.16,10.20,2.84,1.98,0.10,0.92,1970
P3_orta_hic_noev,1,1.00,852.33,720.00,955.00,15.62,15.00,141.10,8,8,7.27,0.35,0,6.76,1.86,2.43,0.22,0.22,0.96,0
P3_orta_hic_noev,2,1.00,1223.23,1012.70,1420.30,19.38,18.36,379.07,8,8,7.30,0.44,0,6.50,4.76,2.19,0.90,0.19,0.91,0
P3_orta_hic_noev,3,1.00,1640.82,1377.00,1886.50,23.15,21.76,424,8,8,7.26,0.45,0,6.36,5.28,2.12,1.15,0.19,0.94,0
P3_orta_hic_noev,4,1.00,957.74,627.70,1245.40,26.87,25.40,462.33,8,8,7.19,0.50,0,6.39,5.49,2.12,1.24,0.18,0.99,1140
P3_orta_hic_noev,5,1.00,1401.96,1064.50,1728.90,30.76,29.04,454.90,9,9,7.62,1.09,0,5.81,5.33,2.80,1.10,0.23,0.86,0
P3_orta_hic_noev,6,1.00,1805.08,1427.30,2174.20,34.57,32.60,407.98,9,9,7.52,1.20,0,5.82,4.60,2.79,0.85,0.24,0.98,0
P3_orta_hic_noev,7,1.00,2210.06,1737.80,2622.40,38.37,36.00,411.95,9,9,7.54,1.22,0,5.93,4.56,2.81,0.95,0.24,1.00,0
P3_orta_hic_noev,8,1.00,1263.16,776.00,1722.20,42.60,40.08,426.23,10,10,8.30,1.44,0,6.36,4.56,3.24,0.88,0.24,0.96,1368
P3_orta_hic_noev,9,1.00,1768.61,1278.60,2219.00,45.92,42.92,514.20,10,10,7.57,2.14,0,9.41,5.40,2.45,1.07,0.16,0.94,0
P3_orta_hic_noev,10,1.00,2408.78,1835.80,2972.30,49.20,45.72,651.52,10,10,7.59,2.09,0,10.53,6.67,2.22,1.49,0.12,0.97,0
P3_orta_hic_noev,11,1.00,3140.83,2441.60,3824.30,52.96,49.47,747.58,11,11,8.58,2.09,0,11.69,7.50,2.49,1.61,0.11,0.89,0
P3_orta_hic_noev,12,1.00,2267.52,1484.70,3000.60,56.59,52.68,787.17,11,11,8.49,2.25,0,11.46,7.71,2.38,1.68,0.11,0.97,1642
P3_orta_hic_noev,13,1.00,3228.92,2371.70,4069.00,60.43,55.96,987.80,12,12.00,9.08,2.51,0.00,12.85,9.47,2.73,1.87,0.11,0.78,0
P3_orta_hic_noev,14,1.00,4228.68,3267.60,5170.40,64.31,60.23,1023.87,12,12,9.27,2.44,0,12.87,9.59,2.57,1.79,0.10,0.93,0
P3_orta_hic_noev,15,1.00,5272.67,4279.00,6230.60,67.94,63.48,1068.80,12,12,8.94,2.74,0,12.97,9.78,2.51,1.95,0.10,0.98,0
P3_orta_hic_noev,16,1.00,4414.06,3366.80,5492.20,71.94,67.24,1131.75,13,13,9.70,2.90,0,14.36,10.15,2.78,1.91,0.11,0.91,1970
P3_orta_acgozlu_ev,1,1.00,501.58,366.00,656.50,15.60,14.96,144.73,8,8,7.26,0.39,0,6.71,1.91,2.43,0.22,0.21,0.95,0
P3_orta_acgozlu_ev,2,1.00,691.44,488.50,876.80,19.32,18.31,373.82,8,8.00,7.24,0.46,0.00,6.39,4.69,2.20,0.91,0.19,0.91,0
P3_orta_acgozlu_ev,3,1.00,772.60,524.80,1026.10,23.07,21.76,413.78,8,8,7.13,0.55,0,6.15,5.16,2.24,1.04,0.18,0.92,0
P3_orta_acgozlu_ev,4,1.00,159.18,110.00,209.00,26.75,25.36,452.72,8,8,7.14,0.54,0,6.27,5.38,2.21,1.12,0.18,0.99,681.84
P3_orta_acgozlu_ev,5,1.00,635.87,426.10,878.30,30.99,29.12,475.06,9.08,9.08,7.89,0.94,0.00,5.80,5.37,3.07,1.13,0.23,0.95,0
P3_orta_acgozlu_ev,6,1.00,833.23,562.70,1123.00,35.10,32.99,397.37,9.09,9.09,7.72,1.13,0,5.86,4.31,3.12,0.80,0.24,0.97,0
P3_orta_acgozlu_ev,7,1.00,937.73,580.00,1300.20,39.15,36.80,411.27,9.16,9.15,7.73,1.18,0.01,6.13,4.45,3.06,0.81,0.23,0.96,0
P3_orta_acgozlu_ev,8,1.00,824.23,523.90,1145.00,43.12,40.07,465.08,10,10,8.37,1.26,0,6.50,4.95,3.34,0.88,0.24,0.99,73.03
P3_orta_acgozlu_ev,9,0.30,948.07,647.20,1305.00,45.17,41.48,551.51,10.15,9.97,7.11,2.55,0.18,10.35,5.87,2.28,1.04,0.16,0.76,0
P3_orta_acgozlu_ev,10,0.30,1220.06,796.80,1692.00,48.74,44.95,709.71,10.19,10.01,7.51,2.29,0.18,10.87,7.19,2.15,1.54,0.15,0.80,0
P3_orta_acgozlu_ev,11,0.30,1331.36,886.20,1811.20,52.60,48.23,825.07,11.18,11.01,8.02,2.73,0.17,11.98,8.24,2.30,1.67,0.15,0.79,0
P3_orta_acgozlu_ev,12,0.30,815,128.80,1411.60,56.83,52.65,921.12,11,11,8.34,2.43,0,12.11,8.83,2.12,2.06,0.14,1,661.79
P3_orta_acgozlu_ev,13,0.13,1376.24,830.60,1799.60,62.28,56.24,1178.45,12.45,12.18,9.18,2.66,0.26,14.13,10.92,2.53,2.16,0.13,0.76,0
P3_orta_acgozlu_ev,14,0.13,1780.87,1310.50,2336.50,67.23,60.12,1256.79,12.32,12.16,9.32,2.55,0.16,14.34,11.16,2.26,2.11,0.15,0.87,0
P3_orta_acgozlu_ev,15,0.13,1959.24,1258.00,2587.60,72.24,64.60,1316.82,12.39,12.34,8.82,3.08,0.05,13.68,11.05,2.68,2,0.14,0.87,0
P3_orta_acgozlu_ev,16,0.13,1142.97,404.10,1798.90,77.19,69.51,1622.08,13,13,9,3.63,0,14.63,12.29,2.68,1.92,0.14,1,1209.47
P3_orta_acgozlu_noev,1,1.00,497.03,366.00,652.00,15.64,15.00,140.50,8,8,7.33,0.34,0,6.74,1.85,2.40,0.17,0.21,0.94,0
