cell,day,alive,money_mean,money_p10,money_p90,prestige_mean,prestige_p10,income_mean,quota,spawned_mean,served_mean,lost_mean,missed_mean,packed_mean,delivered_mean,phone_mean,trucksFull_mean,idle_frac,early_frac,rent_mean
P4_zayif_hic_noev,15,0.37,2671.59,1875.90,3370.40,49.12,44.05,844.41,12,12,8.12,3.34,0,10.15,7.30,1.18,0.44,0.17,0.85,0
P4_zayif_hic_noev,16,0.37,1027.73,211.40,2442.70,51.30,45.43,823.12,13,12.97,8.50,3.79,0.03,11.27,7.04,1.54,0.41,0.17,0.71,2402.78
P4_zayif_acgozlu_ev,1,1.00,566.20,479.00,675.00,14.93,14.20,86.80,8,7.97,6.75,0.59,0.03,5.30,0.93,1.57,0.02,0.32,0.59,0
P4_zayif_acgozlu_ev,2,1.00,704.10,505.60,907.50,17.53,16.48,306.20,8,7.97,6.38,0.85,0.03,4.90,3.18,1.36,0.19,0.29,0.62,0
P4_zayif_acgozlu_ev,3,1.00,801.53,605.80,1025.30,20.29,19.00,364.54,8,7.97,6.65,0.71,0.03,5.07,3.72,1.35,0.26,0.28,0.64,0
P4_zayif_acgozlu_ev,4,1.00,174.39,127.00,224.00,22.99,21.48,426.47,8,8,6.62,0.83,0,5.02,4.33,1.32,0.35,0.25,0.94,697.57
P4_zayif_acgozlu_ev,5,1.00,598.89,331.90,877.20,25.84,23.96,438.09,9.08,9.07,7.06,1.50,0.01,4.78,4.17,1.90,0.39,0.34,0.74,0
P4_zayif_acgozlu_ev,6,1.00,825.28,547.60,1074.60,28.68,25.96,364.47,9.09,9.08,7.06,1.52,0.01,4.69,3.41,1.89,0.26,0.34,0.91,0
P4_zayif_acgozlu_ev,7,1.00,874.53,618.00,1140.40,31.48,28.87,319.05,9.16,9.14,7.02,1.65,0.02,4.79,3.00,1.95,0.23,0.33,0.92,0
P4_zayif_acgozlu_ev,8,1.00,949.55,691.90,1232.60,32.50,29.47,375.91,10,10,7.59,1.81,0,5.36,3.53,2.10,0.25,0.33,0.95,0
P4_zayif_acgozlu_ev,9,1.00,1062.99,781.80,1371.40,34.09,30.56,384.49,10.26,10.11,6.22,3.33,0.15,8.22,3.67,1.65,0.23,0.24,0.83,0
P4_zayif_acgozlu_ev,10,1.00,1205.56,839.80,1580.20,35.96,32.20,521.71,10.32,10.21,6.62,3.04,0.10,8.42,4.83,1.51,0.42,0.20,0.86,0
P4_zayif_acgozlu_ev,11,1.00,1251.48,890.90,1666.30,38.40,34.44,634.72,11.26,11.15,7.54,3.05,0.11,9.66,5.79,1.40,0.45,0.20,0.80,0
P4_zayif_acgozlu_ev,12,1.00,1330.35,908.80,1801.40,41.04,36.39,730.68,11,11,7.36,3.10,0,9.28,6.41,1.31,0.52,0.17,1.00,13.01
P4_zayif_acgozlu_ev,13,0.01,1365.50,1063.50,1667.50,42.30,41.29,1362,12,12,8,3,0,14,10.50,0.50,0,0.10,0.50,0
P4_zayif_acgozlu_ev,14,0.01,2019.50,1592.70,2446.30,44.42,42.77,1376.50,11,11,7.50,3,0,9,10.50,0,0.50,0.12,1,0
P4_zayif_acgozlu_ev,15,0.01,3012,2307.20,3716.80,50.74,49.70,1638,14,13,11,1,1,13.50,12.50,0,1.50,0.10,0.50,0
P4_zayif_acgozlu_ev,16,0.01,1770.50,874.90,2666.10,56.76,55.06,1604,13,13,10.50,2,0,15,11.50,1,0,0.11,0.50,2113
P4_zayif_acgozlu_noev,1,1.00,564.06,479.00,675.00,14.88,14.20,84.97,8,7.98,6.67,0.61,0.02,5.20,0.91,1.57,0.03,0.32,0.64,0
P4_zayif_acgozlu_noev,2,1.00,696.03,527.00,874.50,17.49,16.40,295.49,8,7.96,6.41,0.84,0.04,4.98,3.08,1.35,0.19,0.29,0.63,0
P4_zayif_acgozlu_noev,3,1.00,789.13,589.30,1007.10,20.21,18.92,353.40,8,7.94,6.51,0.69,0.06,5.06,3.61,1.39,0.24,0.28,0.59,0
P4_zayif_acgozlu_noev,4,1.00,175.81,128.90,226.00,22.87,21.32,441.85,8,8,6.58,0.79,0,4.95,4.49,1.29,0.37,0.26,0.92,703.06
P4_zayif_acgozlu_noev,5,1.00,549.41,310.40,792.30,25.67,23.72,403.89,9,8.99,7.02,1.51,0.01,4.61,4.00,1.82,0.34,0.35,0.76,0
P4_zayif_acgozlu_noev,6,1.00,788.94,520.40,1100.20,28.32,25.76,346.17,9,9,6.81,1.71,0,4.59,3.37,1.88,0.26,0.33,0.94,0
P4_zayif_acgozlu_noev,7,1.00,862.84,629.30,1132.20,31.16,28.28,305.16,9,9,6.96,1.56,0,4.69,2.94,1.90,0.21,0.33,0.99,0
P4_zayif_acgozlu_noev,8,1.00,934.04,655.70,1201.80,32.07,29.16,370.43,10,10.00,7.52,1.89,0.00,5.22,3.48,2.05,0.27,0.35,0.88,0
P4_zayif_acgozlu_noev,9,1.00,1063.46,788.90,1387.40,33.84,30.64,411.02,10,10,6.33,3.12,0,8.16,3.85,1.52,0.29,0.23,0.95,0
P4_zayif_acgozlu_noev,10,1.00,1182.00,869.00,1506.00,35.95,32.67,493.85,10,10,6.86,2.74,0,8.68,4.56,1.23,0.38,0.19,0.98,0
P4_zayif_acgozlu_noev,11,1.00,1258.58,877.00,1693.10,38.44,34.88,641.96,11,11,7.53,2.93,0,9.74,5.84,1.27,0.52,0.19,0.92,0
P4_zayif_acgozlu_noev,12,1.00,1311.05,899.70,1747.90,41.06,36.80,708.82,11,11.00,7.37,3.03,0.00,9.29,6.28,1.31,0.47,0.18,0.98,29.66
P4_zayif_acgozlu_noev,13,0.02,1137.80,837.40,1430.00,44.75,42.34,977.60,12,12,8.40,3.40,0,10.80,7.80,1,0,0.17,1,0
P4_zayif_acgozlu_noev,14,0.02,1697.20,1198.20,2433.00,47.50,44.74,1062.40,12,12,8,3.40,0,10.20,8.40,1.60,0.60,0.15,0.80,0
P4_zayif_acgozlu_noev,15,0.02,2076.40,1590.20,2481.60,49.70,46.27,1218.40,12,12,7.40,4,0,9.60,10,0.60,0.60,0.17,1,0
P4_zayif_acgozlu_noev,16,0.02,1088.40,568.60,1530.40,54.27,49.80,1269.20,13,13,9.60,2.80,0,11.40,9.80,1.20,0.40,0.13,1,1060.40
P4_zayif_mantikli_ev,1,1.00,936.97,849.00,1050.00,14.93,14.20,82.77,8,7.98,6.78,0.59,0.02,5.31,0.89,1.54,0.03,0.33,0.62,0
P4_zayif_mantikli_ev,2,1.00,1183.34,994.50,1392.00,17.52,16.44,310.98,8,7.96,6.36,0.82,0.04,4.87,3.23,1.36,0.23,0.30,0.63,0
P4_zayif_mantikli_ev,3,1.00,1302.21,1088.70,1541.00,20.17,18.84,342.61,8,7.95,6.49,0.81,0.05,4.94,3.50,1.34,0.24,0.28,0.61,0
P4_zayif_mantikli_ev,4,1.00,247.14,203.00,304.00,22.73,21.40,426.83,8,8.00,6.51,0.87,0.00,4.76,4.34,1.26,0.38,0.27,0.84,1116.84
P4_zayif_mantikli_ev,5,1.00,642.93,365.00,956.20,25.51,23.40,407.96,9.08,9.05,6.96,1.52,0.03,4.62,3.89,1.93,0.36,0.37,0.57,0
P4_zayif_mantikli_ev,6,1.00,989.38,598.60,1353.60,28.36,25.76,355.24,9.09,9.08,7.00,1.59,0.01,4.82,3.33,2.03,0.27,0.36,0.76,0
P4_zayif_mantikli_ev,7,1.00,1289.20,858.90,1612.40,31.00,28.07,349.01,9.16,9.11,6.79,1.86,0.05,4.65,3.29,2.01,0.23,0.35,0.87,0
P4_zayif_mantikli_ev,8,1.00,1322.54,324.80,1705.10,33.84,30.44,359.75,10,9.99,7.50,1.91,0.01,5.31,3.39,2.18,0.21,0.37,0.73,129.91
P4_zayif_mantikli_ev,9,0.17,1020.67,393.50,1831.40,35.70,31.70,423.37,9.75,9.65,6.17,2.87,0.10,7.63,3.94,1.65,0.35,0.23,0.79,0
P4_zayif_mantikli_ev,10,0.17,1489.65,866.10,2055.90,37.75,32.77,603.92,10.27,10.21,6.83,2.79,0.06,8.69,5.58,1.50,0.33,0.20,0.77,0
P4_zayif_mantikli_ev,11,0.17,1822.06,1276.00,2390.10,39.86,35.01,635.73,11.19,11.10,7.42,2.96,0.10,10.02,5.71,1.40,0.42,0.19,0.60,0
P4_zayif_mantikli_ev,12,0.17,1552.56,386.60,2190.70,41.97,36.50,719.44,11,11,7.31,3.15,0,9.10,6.33,1.46,0.58,0.19,0.90,483.15
P4_zayif_mantikli_ev,13,0.04,1410.38,723.20,2275.80,44.55,41.62,963.77,12.54,12.31,7.69,3.77,0.23,11.15,7.92,1.23,0.23,0.19,0.38,0
P4_zayif_mantikli_ev,14,0.04,2187.54,1519.60,2667.20,47.06,43.54,1062.08,11.92,11.77,7.38,3.15,0.15,9.77,8.46,1.38,0.54,0.17,0.77,0
P4_zayif_mantikli_ev,15,0.04,2635.08,2163.80,2983.60,49.69,45.08,1076.46,11.77,11.77,7.77,3.15,0,9.62,8.31,1.38,0.31,0.16,0.92,0
P4_zayif_mantikli_ev,16,0.04,1050.92,42.80,2275.60,52.74,47.82,1281.31,13,13,8.46,3.85,0,11.23,9.46,1.15,0.46,0.14,0.92,2127.54
P4_zayif_mantikli_noev,1,1.00,930.93,854.00,1050.00,14.88,14.16,77.50,8,7.97,6.69,0.61,0.03,5.27,0.83,1.54,0.04,0.33,0.64,0
P4_zayif_mantikli_noev,2,1.00,1171.81,979.90,1358.00,17.50,16.44,307.71,8,7.97,6.46,0.78,0.03,4.95,3.20,1.31,0.22,0.29,0.62,0
P4_zayif_mantikli_noev,3,1.00,1303.12,1092.60,1549.50,20.10,18.88,347.90,8,7.95,6.43,0.83,0.05,4.87,3.55,1.33,0.26,0.28,0.60,0
P4_zayif_mantikli_noev,4,1.00,248.58,203.90,304.00,22.68,21.40,424.62,8,8.00,6.47,0.87,0.00,4.76,4.32,1.34,0.37,0.27,0.82,1121.64
P4_zayif_mantikli_noev,5,1.00,595.60,311.90,873.00,25.37,23.63,375.62,9,8.99,6.81,1.59,0.01,4.49,3.73,1.91,0.28,0.37,0.60,0
P4_zayif_mantikli_noev,6,1.00,913.58,575.00,1238.10,28.08,25.68,343.34,9,9,6.86,1.66,0,4.69,3.34,1.99,0.26,0.35,0.80,0
P4_zayif_mantikli_noev,7,1.00,1204.83,818.60,1577.10,30.73,27.76,336.19,9,9,6.76,1.69,0,4.58,3.24,1.92,0.20,0.35,0.95,0
P4_zayif_mantikli_noev,8,1.00,1291.87,306.00,1703.80,33.56,30.39,354.72,10,9.99,7.45,1.92,0.01,5.25,3.35,2.24,0.22,0.37,0.73,112.16
P4_zayif_mantikli_noev,9,0.17,957.76,389.00,1819.00,35.11,31.36,397.10,10,10,6.43,2.94,0,7.94,3.71,1.57,0.24,0.25,0.80,0
P4_zayif_mantikli_noev,10,0.17,1418.04,929.00,2020.00,37.17,33.08,586.69,10,10,6.92,2.63,0,8.43,5.43,1.29,0.33,0.18,0.92,0
P4_zayif_mantikli_noev,11,0.17,1816.16,1447.00,2193.00,39.53,35.20,650.43,11,11,7.75,2.76,0,9.92,5.94,1.39,0.55,0.19,0.65,0
P4_zayif_mantikli_noev,12,0.17,1739.45,1069.00,2212.00,41.71,35.76,647.02,11,11,7.47,2.92,0,9.47,5.76,1.37,0.35,0.17,0.98,225.55
P4_zayif_mantikli_noev,13,0.02,1369.83,559.50,2349.00,42.60,38.98,1069,12,12,7.83,3.33,0,12,9,0.67,0.83,0.15,0.67,0
P4_zayif_mantikli_noev,14,0.02,2052.67,1270.00,2705.50,45.28,41.40,1046.17,12,12,8.83,2.83,0,12.17,8.83,0.33,0.50,0.14,0.83,0
P4_zayif_mantikli_noev,15,0.02,2612.50,1660.50,3379.50,47.57,42.38,1068.17,12,12,8,3.67,0,9.33,8.50,1.50,0.50,0.11,1,0
P4_zayif_mantikli_noev,16,0.02,1260,478.00,2270.50,50.83,45.40,1322.17,13,13,9.50,2.50,0,12.83,9.83,0.83,0.50,0.10,0.67,1776.67
P4_orta_hic_ev,1,1.00,1095.26,947.00,1246.00,16.16,15.64,242.74,8,8,7.67,0.06,0,7.22,2.54,3.06,0.26,0.26,0.99,0
P4_orta_hic_ev,2,1.00,1592.96,1352.00,1834.50,20.32,19.40,507.01,8,8,7.44,0.23,0,6.82,5.18,2.95,0.79,0.24,0.97,0
P4_orta_hic_ev,3,1.00,2141.19,1841.20,2436.50,24.57,23.28,556.85,8,8,7.47,0.20,0,6.82,5.58,2.89,0.81,0.24,0.97,0
P4_orta_hic_ev,4,1.00,1089.42,747.80,1427.20,28.69,27.32,589.43,8,8,7.34,0.36,0,6.70,5.73,2.88,0.91,0.22,0.99,1630
P4_orta_hic_ev,5,1.00,1671.87,1240.70,2085.50,32.91,30.92,567.89,9.08,9.08,7.63,1.19,0,5.82,5.22,3.65,0.80,0.28,0.93,0
P4_orta_hic_ev,6,1.00,2197.33,1679.40,2694.40,37.07,34.80,508.16,9.09,9.09,7.61,1.20,0,5.88,4.55,3.63,0.63,0.28,0.98,0
P4_orta_hic_ev,7,1.00,2698.67,2051.60,3303.10,41.22,38.75,485.74,9.16,9.15,7.59,1.32,0.01,5.96,4.32,3.73,0.53,0.27,0.95,0
P4_orta_hic_ev,8,1.00,1254.45,539.80,1879.20,45.85,43.08,508.13,10,10,8.43,1.30,0,6.53,4.49,3.98,0.61,0.27,0.99,1948.25
P4_orta_hic_ev,9,1.00,1889.17,1078.40,2627.40,49.30,46.24,632.44,10.26,10.15,7.40,2.42,0.11,10.06,5.53,3.40,0.79,0.19,0.85,0
P4_orta_hic_ev,10,1.00,2717.94,1804.80,3559.20,53.00,49.58,832.58,10.32,10.24,7.72,2.19,0.08,10.70,7.10,3.33,1.15,0.17,0.87,0
P4_orta_hic_ev,11,1.00,3635.82,2598.30,4591.60,57.13,53.36,922.04,11.26,11.19,8.66,2.21,0.07,11.68,7.70,3.56,1.36,0.17,0.84,0
P4_orta_hic_ev,12,1.00,2253.90,1153.70,3276.80,61.13,56.92,986.34,11,11,8.51,2.17,0,11.52,8.02,3.34,1.28,0.16,1,2347
P4_orta_hic_ev,13,1.00,3532.29,2333.80,4542.50,65.40,61.44,1284.59,12.33,12.21,9.20,2.66,0.12,12.84,10.15,3.97,1.44,0.15,0.84,0
P4_orta_hic_ev,14,1.00,4774.79,3506.10,6015.10,69.49,65.12,1248.35,12.09,12.06,8.94,2.78,0.03,12.66,9.64,3.81,1.24,0.15,0.93,0
P4_orta_hic_ev,15,1.00,6008.93,4661.30,7245.10,73.50,68.75,1249.91,12.26,12.21,8.90,2.95,0.05,12.74,9.54,3.93,1.18,0.15,0.91,0
P4_orta_hic_ev,16,1.00,4574.66,3125.50,6038.30,78.10,73.44,1410.82,13,13,9.94,2.73,0,14.35,10.58,4.02,1.31,0.14,1.00,2817
P4_orta_hic_noev,1,1.00,1097.92,947.00,1246.00,16.17,15.64,245.43,8,8,7.69,0.05,0,7.24,2.57,3.07,0.27,0.26,0.99,0
P4_orta_hic_noev,2,1.00,1602.65,1371.50,1839.00,20.36,19.48,512.34,8,8,7.45,0.23,0,6.81,5.23,2.92,0.78,0.24,0.98,0
P4_orta_hic_noev,3,1.00,2156.31,1897.70,2463.20,24.60,23.44,562.37,8,8,7.48,0.22,0,6.85,5.63,2.87,0.81,0.23,0.96,0
P4_orta_hic_noev,4,1.00,1124.75,766.00,1459.50,28.74,27.48,604.85,8,8,7.36,0.33,0,6.74,5.88,2.85,0.92,0.22,1,1630
P4_orta_hic_noev,5,1.00,1656.83,1237.20,2046.30,32.83,31.03,538.90,9,9,7.51,1.22,0,5.77,5.14,3.54,0.80,0.28,0.97,0
P4_orta_hic_noev,6,1.00,2151.11,1653.80,2587.00,36.98,34.76,496.38,9,9,7.60,1.20,0,5.88,4.60,3.50,0.67,0.28,0.98,0
P4_orta_hic_noev,7,1.00,2616.06,2067.40,3165.20,41.02,38.76,469.68,9,9,7.40,1.32,0,5.86,4.26,3.60,0.52,0.27,1,0
P4_orta_hic_noev,8,1.00,1175.61,566.40,1749.80,45.53,42.68,515.10,10,10,8.30,1.45,0,6.58,4.56,3.99,0.62,0.27,0.99,1950.64
P4_orta_hic_noev,9,1.00,1810.16,1177.80,2432.20,49.12,46.00,642.03,10,10,7.49,2.21,0,10.20,5.55,3.24,0.78,0.19,0.99,0
P4_orta_hic_noev,10,1.00,2598.96,1883.90,3359.90,52.85,49.63,803.72,10,10,7.70,2.00,0,10.41,6.82,3.17,1.03,0.17,0.99,0
P4_orta_hic_noev,11,1.00,3504.32,2713.40,4318.40,56.93,53.57,922.72,11,11,8.48,2.27,0,11.82,7.68,3.56,1.22,0.16,0.98,0
P4_orta_hic_noev,12,1.00,2122.19,1268.00,3100.20,61.05,57.11,983.94,11,11,8.63,2.06,0,11.56,8.01,3.40,1.36,0.15,0.99,2347
P4_orta_hic_noev,13,1.00,3401.41,2463.20,4429.50,65.34,60.92,1307.71,12,12,9.19,2.51,0,13.14,10.44,3.79,1.43,0.15,0.95,0
P4_orta_hic_noev,14,1.00,4638.63,3596.40,5785.10,69.62,65.07,1264.58,12,12,9.22,2.49,0,13.06,9.87,3.63,1.21,0.15,0.98,0
P4_orta_hic_noev,15,1.00,5884.43,4832.50,7048.10,73.76,68.68,1266.53,12,12,9.00,2.69,0,12.76,9.69,3.63,1.23,0.14,1,0
P4_orta_hic_noev,16,1.00,4450.60,3165.80,5700.00,78.37,72.96,1405.07,13,13,9.85,2.80,0,14.38,10.53,4.08,1.38,0.14,0.99,2817
P4_orta_acgozlu_ev,1,1.00,711.99,572.00,871.00,16.12,15.60,234.69,8,8,7.68,0.05,0,7.23,2.46,2.96,0.26,0.25,0.99,0
P4_orta_acgozlu_ev,2,1.00,917.90,716.00,1127.30,20.25,19.36,497.97,8,8,7.45,0.22,0,6.81,5.08,2.87,0.78,0.23,0.97,0
P4_orta_acgozlu_ev,3,1.00,1065.25,783.70,1360.40,24.56,23.28,580.84,8,8,7.49,0.19,0,6.92,5.81,2.96,0.93,0.23,0.98,0
P4_orta_acgozlu_ev,4,1.00,231.04,163.00,299.00,28.77,27.32,660.94,8,8,7.43,0.20,0,6.82,6.42,2.89,1.06,0.22,1,976.70
P4_orta_acgozlu_ev,5,1.00,892.91,556.80,1226.70,33.05,31.16,676.83,9.08,9.08,7.60,1.18,0,5.97,6.22,3.84,0.84,0.27,0.99,0
P4_orta_acgozlu_ev,6,1.00,1131.65,831.30,1548.50,37.38,34.84,524.74,9.09,9.09,7.63,1.23,0,6.12,4.68,3.91,0.53,0.26,1,0
P4_orta_acgozlu_ev,7,1.00,1153.56,793.10,1585.60,41.68,38.87,515.11,9.16,9.16,7.46,1.45,0,6.06,4.53,3.98,0.45,0.26,1.00,0
P4_orta_acgozlu_ev,8,1.00,1199.95,819.80,1579.70,44.91,41.51,632.75,10,10,8.22,1.51,0,6.70,5.41,4.22,0.60,0.25,1,55.47
P4_orta_acgozlu_ev,9,1.00,1601.05,1138.30,2134.50,48.71,44.83,911.88,10.26,10.22,7.07,2.85,0.04,11.53,7.78,3.27,0.78,0.18,0.92,0
P4_orta_acgozlu_ev,10,1.00,1798.43,1208.60,2368.80,53.09,48.59,1096.31,10.32,10.30,7.37,2.64,0.02,11.50,8.80,3.18,1.01,0.17,0.95,0
P4_orta_acgozlu_ev,11,1.00,2228.41,1474.80,3090.60,58.10,53.52,1381.47,11.26,11.24,8.15,2.73,0.02,12.70,10.18,3.38,1.16,0.16,0.95,0
P4_orta_acgozlu_ev,12,1.00,1288.55,200.90,2462.80,63.47,58.56,1547.26,11,11,8.07,2.60,0,12.37,10.40,3.22,1.25,0.15,1,1449.40
P4_orta_acgozlu_ev,13,0.83,3117.09,1651.00,5037.40,69.38,63.13,2156.49,12.35,12.32,8.75,3.19,0.03,13.68,12.28,3.42,0.91,0.15,0.93,0
P4_orta_acgozlu_ev,14,0.83,5109.84,2645.20,7447.70,75.24,68.60,2237.23,12.12,12.10,8.91,2.91,0.01,13.56,12.03,3.30,0.94,0.15,0.98,0
P4_orta_acgozlu_ev,15,0.83,7372.36,4286.90,10193.70,81.22,73.88,2414.72,12.27,12.27,9.06,2.92,0.00,13.90,12.55,3.38,1.06,0.14,0.98,0
P4_orta_acgozlu_ev,16,0.83,8274.41,4945.90,10825.90,87.66,80.03,2749.14,13,13,9.70,2.92,0,14.84,13.68,3.34,1.14,0.13,1,1773.93
P4_orta_acgozlu_noev,1,1.00,721.56,577.00,871.00,16.13,15.60,243.16,8,8,7.68,0.05,0,7.24,2.55,2.96,0.27,0.25,0.99,0
P4_orta_acgozlu_noev,2,1.00,925.87,730.70,1124.30,20.28,19.32,509.11,8,8,7.45,0.24,0,6.83,5.20,2.84,0.81,0.23,0.96,0
P4_orta_acgozlu_noev,3,1.00,1071.27,794.60,1359.40,24.60,23.32,584.05,8,8,7.54,0.18,0,7.02,5.84,2.93,0.88,0.22,0.98,0
P4_orta_acgozlu_noev,4,1.00,232.34,171.00,299.20,28.85,27.36,646.06,8,8,7.46,0.22,0,6.86,6.28,2.92,1.00,0.22,1,971.19
P4_orta_acgozlu_noev,5,1.00,850.25,557.90,1146.40,33.06,31.24,640.34,9,9,7.51,1.15,0,5.85,6.10,3.76,0.84,0.26,1.00,0
P4_orta_acgozlu_noev,6,1.00,1079.95,731.00,1457.00,37.27,34.92,489.20,9,9,7.43,1.29,0,5.90,4.53,3.88,0.51,0.26,1,0
P4_orta_acgozlu_noev,7,1.00,1133.19,791.80,1501.20,41.38,38.59,518.54,9,9,7.24,1.47,0,5.92,4.67,3.96,0.45,0.26,1,0
P4_orta_acgozlu_noev,8,1.00,1194.84,810.70,1604.10,44.53,41.20,578.59,10,10,8.15,1.56,0,6.55,5.02,4.30,0.57,0.26,1,35.76
P4_orta_acgozlu_noev,9,1.00,1591.38,1127.00,2086.50,48.36,44.44,890.53,10,10,7.12,2.61,0,11.48,7.63,3.12,0.78,0.17,1,0
P4_orta_acgozlu_noev,10,1.00,1754.62,1280.50,2266.50,52.64,48.27,1083.35,10,10,7.22,2.52,0,11.17,8.89,3.00,1.08,0.17,1,0
P4_orta_acgozlu_noev,11,1.00,2160.75,1501.20,2964.30,57.50,52.63,1341.98,11,11,8.03,2.66,0,12.30,10.08,3.28,1.12,0.16,1,0
P4_orta_acgozlu_noev,12,1.00,1183.52,210.60,2116.70,62.87,57.24,1463.96,11,11,8.15,2.54,0,12.50,10.14,3.16,1.18,0.15,1,1356.60
P4_orta_acgozlu_noev,13,0.78,2885.40,1616.20,4386.60,68.96,63.16,2144.59,12,12,8.94,2.79,0,13.49,12.60,3.14,1.06,0.14,1,0
P4_orta_acgozlu_noev,14,0.78,4768.97,2775.20,6783.60,74.76,67.96,2207.77,12,12,8.81,2.83,0,13.51,12.33,3.21,1.08,0.14,1,0
P4_orta_acgozlu_noev,15,0.78,7025.03,4741.40,9518.60,80.65,73.90,2431.60,12,12,8.86,2.88,0,13.63,12.78,3.20,1.11,0.14,1,0
P4_orta_acgozlu_noev,16,0.78,7917.83,5588.20,10720.40,87.03,80.08,2751.91,13,13,9.64,2.99,0,14.91,13.81,3.40,1.17,0.14,1,1786.99
P4_orta_mantikli_ev,1,1.00,1095.26,947.00,1246.00,16.16,15.64,242.74,8,8,7.67,0.06,0,7.22,2.54,3.06,0.26,0.26,0.99,0
P4_orta_mantikli_ev,2,1.00,1410.28,1233.40,1593.50,20.30,19.40,509.95,8,8,7.45,0.20,0,6.82,5.21,2.85,0.77,0.23,0.97,0
P4_orta_mantikli_ev,3,1.00,1520.28,1257.50,1783.10,24.45,23.04,566.23,8,8,7.39,0.30,0,6.79,5.68,2.79,0.80,0.23,0.98,0
P4_orta_mantikli_ev,4,1.00,251.07,53.00,376.50,28.47,26.96,754.98,8,8,7.31,0.35,0,6.55,7.34,2.69,1.02,0.21,1,1482.25
P4_orta_mantikli_ev,5,1.00,845.96,499.90,1215.20,32.67,30.44,578.63,9.08,9.08,7.47,1.33,0,6.01,5.31,3.83,0.64,0.27,0.99,0
P4_orta_mantikli_ev,6,1.00,1348.98,948.50,1756.30,36.80,34.12,522.71,9.09,9.09,7.41,1.42,0,6.03,4.69,3.89,0.52,0.27,1.00,0
P4_orta_mantikli_ev,7,1.00,1653.07,1340.70,1989.50,40.94,37.76,530.24,9.16,9.16,7.42,1.50,0,6.11,4.73,3.93,0.44,0.26,0.98,0
P4_orta_mantikli_ev,8,1.00,620.92,95.80,1760.00,44.98,41.80,599.00,10,10,8.06,1.66,0,6.69,5.26,4.07,0.57,0.26,1,1166.67
P4_orta_mantikli_ev,9,0.94,1366.30,753.00,2301.00,48.30,44.54,871.65,10.22,10.19,6.94,3.00,0.02,10.89,7.59,3.35,0.87,0.18,0.92,0
P4_orta_mantikli_ev,10,0.94,2188.07,1574.40,2784.20,51.62,47.01,1057.71,10.28,10.26,7.12,2.86,0.02,11.15,8.90,3.32,0.93,0.17,0.93,0
P4_orta_mantikli_ev,11,0.94,2778.31,2111.80,3622.60,55.35,50.97,1239.77,11.28,11.23,8.05,2.89,0.05,12.75,10.07,3.43,1.32,0.17,0.92,0
P4_orta_mantikli_ev,12,0.94,995.11,125.20,2160.60,59.50,54.45,1324.98,11,11,7.86,2.84,0,12.29,10.17,3.23,1.25,0.16,1,2056.39
P4_orta_mantikli_ev,13,0.91,2509.38,1513.50,3620.80,64.30,58.72,1724.13,12.31,12.28,8.71,3.17,0.03,14.12,11.65,3.57,0.92,0.16,0.94,0
P4_orta_mantikli_ev,14,0.91,3589.29,2525.60,5149.40,69.27,62.28,1844.58,12.09,12.09,8.75,3.03,0.00,13.33,12.03,3.43,1.03,0.15,0.97,0
P4_orta_mantikli_ev,15,0.91,4854.20,3160.20,6871.80,74.85,67.46,2079.14,12.26,12.26,9.14,2.84,0.01,14.06,12.54,3.30,1.08,0.14,0.96,0
P4_orta_mantikli_ev,16,0.91,4332.51,1875.30,6903.30,80.81,73.21,2449.36,13,13,9.56,3.06,0,14.35,13.43,3.42,1.13,0.14,1,2295.79
P4_orta_mantikli_noev,1,1.00,1097.92,947.00,1246.00,16.17,15.64,245.43,8,8,7.69,0.05,0,7.24,2.57,3.07,0.27,0.26,0.99,0
P4_orta_mantikli_noev,2,1.00,1422.23,1247.70,1621.00,20.33,19.44,514.63,8,8,7.44,0.22,0,6.79,5.25,2.84,0.75,0.23,0.97,0
P4_orta_mantikli_noev,3,1.00,1510.67,1268.80,1781.20,24.51,23.36,556.95,8,8,7.48,0.27,0,6.88,5.58,2.76,0.77,0.23,0.98,0
P4_orta_mantikli_noev,4,1.00,263.71,64.90,436.50,28.57,27.24,763.88,8,8,7.34,0.32,0,6.58,7.42,2.70,1.04,0.21,1,1472.28
P4_orta_mantikli_noev,5,1.00,830.17,473.80,1146.80,32.73,30.82,570.85,9,9,7.42,1.34,0,5.95,5.43,3.73,0.63,0.27,1.00,0
P4_orta_mantikli_noev,6,1.00,1311.11,905.70,1725.80,36.71,34.12,507.93,9,9,7.24,1.54,0,5.92,4.71,3.81,0.51,0.27,1,0
P4_orta_mantikli_noev,7,1.00,1619.09,1289.20,1999.80,40.81,37.88,509.61,9,9,7.31,1.43,0,6.00,4.62,3.80,0.47,0.26,1,0
P4_orta_mantikli_noev,8,1.00,665.57,104.80,1736.00,44.78,41.28,551.15,10,10,7.95,1.71,0,6.51,4.87,4.14,0.48,0.26,1,1083.53
P4_orta_mantikli_noev,9,0.93,1391.90,715.00,2392.90,48.09,44.60,867.64,10,10,7.00,2.74,0,11.03,7.50,3.18,0.82,0.18,1,0
P4_orta_mantikli_noev,10,0.93,2136.51,1581.80,2679.20,51.51,47.47,1018.19,10,10,7.15,2.62,0,11,8.64,3.16,1.07,0.17,1,0
